"","first_names","last_names","income_unit","income","annual_income","expense_unit","expense","annual_expense","annual_pet_expense","gained_pet","lost_pet","happiness","age_respondent","female_respondent","cats_n_dogs","dog_register","case_id"
"173","Azalia","Morgan","Yearly",39516.6032633057,39516.6032633057,"Weekly",705.527217323286,36687.4153008109,5839.57084751768,0,0,15,43,1,1,1,173
"174","Jessie","Mattice","Monthly",411.487204035533,4937.84644842639,"Weekly",16.7570389463777,871.366025211641,60.2648013419162,1,1,5,32,1,1,0,174
"175","Mushtaaq","Tran","Monthly",488.101187215959,5857.2142465915,"Monthly",870.739306084411,10448.8716730129,7435.67355257213,0,0,7,51,1,1,NA,175
"176","Yichen","al-Rabbani","Yearly",7581.8140106519,7581.8140106519,"Yearly",6739.83347484924,6739.83347484924,237.971081916612,1,0,12,53,0,1,1,176
"177","Mato Ty","Whiteman","Weekly",219.971403219876,11438.5129674335,"Weekly",100.969770814258,5250.42808234141,246.600820665936,0,0,4,50,1,1,0,177
"178","Shelbie","Ramos","Weekly",125.798621668348,6541.52832675412,"Yearly",1621.41477837885,1621.41477837885,84.6960492502533,1,0,11,41,1,1,0,178
"179","Miguel","Jeffery","Weekly",443.046225568964,23038.4037295861,"Yearly",1346.32100502921,1346.32100502921,370.452394260125,NA,0,6,35,1,1,NA,179
"180","Razeena","Irvin","Yearly",33187.0741727551,33187.0741727551,"Weekly",136.403800568506,7092.99762956233,3151.27697335699,0,0,13,47,0,1,0,180
"181","Krystyna","Claypool","Monthly",930.221220168372,11162.6546420205,"Weekly",153.637704491662,7989.16063356642,1897.91311757237,NA,NA,5,32,0,1,1,181
"182","Bethany","Stalnaker","Yearly",9680.20180024503,9680.20180024503,"Weekly",31.458297743458,1635.83148265981,1045.33884398323,0,NA,11,37,0,0,NA,182
"183","Giovanni","Madden","Weekly",756.71849900874,39349.3619484545,"Weekly",457.064496826745,23767.3538349908,6125.30866122753,1,0,6,42,1,1,1,183
"184","Brandon","Oliveira","Weekly",40.5843986680576,2110.388730739,"Weekly",69.9700174471745,3638.44090725308,995.785559706191,1,0,14,43,0,1,1,184
"185","Darian","el-Jamail","Weekly",143.52094164051,7463.08896530652,"Yearly",8618.48375474615,8618.48375474615,8095.06905307008,0,1,13,30,0,1,1,185
"186","Dezaree","Lattimer","Weekly",643.795687966177,33477.3757742412,"Weekly",104.950546069999,5457.42839563994,1561.56156196948,0,0,7,38,0,1,NA,186
"187","Kathy","Deveyra","Weekly",64.1583261310379,3336.23295881397,"Yearly",2355.95780391445,2355.95780391445,1562.18879097888,0,0,13,43,0,1,0,187
"188","Tony","Chacon","Weekly",744.535934199399,38715.8685783687,"Weekly",422.231334344948,21956.0293859373,19770.3340492855,0,0,7,56,0,1,1,188
"189","Samantha","Emley","Weekly",107.6946658854,5600.1226260408,"Monthly",104.951763271179,1259.42115925414,428.372895198392,1,1,3,46,0,1,1,189
"190","Isaiah","Chavez","Weekly",89.0099007148984,4628.51483717472,"Yearly",3000.46922324724,3000.46922324724,376.117050683154,1,0,10,37,0,1,1,190
"191","Analida","Trujillo","Monthly",3466.04555381145,41592.5466457374,"Yearly",57654.5114027856,57654.5114027856,11812.6784902808,1,0,10,45,0,1,1,191
"192","Emmanuel","Mai","Yearly",12008.6726462973,12008.6726462973,"Yearly",16480.2310634356,16480.2310634356,837.588041160534,1,0,19,59,1,0,NA,192
"193","Haiden","Ray","Weekly",552.88759935042,28750.1551662218,"Weekly",167.018791335961,8684.97714946997,402.370323315745,0,0,7,64,0,1,NA,193
"194","Alythia","al-Hakim","Monthly",144.263944066779,1731.16732880134,"Yearly",225.731307497092,225.731307497092,15.434832725522,1,0,6,39,1,1,1,194
"195","Maya","Ngo","Yearly",159151.70767669,159151.70767669,"Yearly",58517.3981921417,58517.3981921417,20395.580445511,1,0,18,45,0,1,NA,195
"196","Alexa","Burrs","Weekly",695.067326816301,36143.5009944477,"Weekly",372.756495244626,19383.3377527205,7883.26999842242,0,0,5,48,1,1,NA,196
"197","Ashley","Milasincic","Yearly",16384.6737861137,16384.6737861137,"Weekly",338.071513615719,17579.7187080174,8370.4731928466,1,0,10,46,0,1,1,197
"198","Kendra","Graham","Weekly",955.068664207029,49663.5705387655,"Yearly",34737.0498938168,34737.0498938168,2676.55838440972,0,1,6,47,1,1,NA,198
"199","Chase","Jung","Weekly",170.58141939375,8870.23380847498,"Yearly",4757.08835636695,4757.08835636695,1291.04548938725,1,0,5,58,1,0,NA,199
"200","Rowtinya","Kim","Weekly",229.710442718025,11944.9430213373,"Monthly",233.350163867424,2800.20196640909,1385.86346901206,1,NA,11,44,0,1,1,200
"201","Arafaat","al-Shahan","Yearly",1669.28597640938,1669.28597640938,"Yearly",945.747433467859,945.747433467859,838.739433939444,1,0,9,46,1,1,1,201
"202","Jessica","Jones","Weekly",3215.40319947881,167200.966372898,"Yearly",86813.1500007337,86813.1500007337,29240.8510396104,0,1,6,34,0,1,0,202
"203","Abrianna","Bender","Weekly",380.295144990822,19775.3475395227,"Yearly",4941.78178925229,4941.78178925229,435.631850614242,0,0,13,45,0,1,1,203
"204","Tecumseh","Roebuck","Weekly",154.910431208323,8055.34242283278,"Yearly",1613.93176331283,1613.93176331283,15.7436120684261,0,0,9,50,0,1,0,204
"205","Jack","Flannery-Greene","Yearly",13136.6722369662,13136.6722369662,"Yearly",4202.93637502415,4202.93637502415,505.822903661053,1,0,10,51,0,1,1,205
"206","Jeremias","Antoine","Yearly",118139.983696434,118139.983696434,"Yearly",46467.8450015928,46467.8450015928,2420.2191962366,1,1,2,32,1,1,1,206
"207","Paul","Gonzales","Weekly",591.844222613637,30775.8995759091,"Monthly",558.192647289637,6698.31176747564,1257.19217730406,1,0,13,66,0,1,1,207
"208","Jasmin","Straight","Yearly",3529.59943623433,3529.59943623433,"Monthly",280.052103980993,3360.62524777192,1430.96590139313,1,0,9,40,1,1,1,208
"209","Abrielle","Confer","Weekly",1232.47398686968,64088.6473172231,"Monthly",5013.8120179877,60165.7442158523,43089.8841694006,1,0,13,27,1,1,1,209
"210","Meghan","Larocque","Weekly",328.215333721444,17067.1973535151,"Weekly",35.3150989458158,1836.38514518242,17.7522593942015,1,1,6,41,1,1,1,210
"211","Cole","Petersen","Weekly",175.757987032338,9139.41532568157,"Yearly",8193.57099931054,8193.57099931054,1877.23234427827,0,0,8,53,1,0,NA,211
"212","Duncan","Oquist","Yearly",8981.49381552908,8981.49381552908,"Weekly",138.936459342244,7224.69588579668,5872.68300585925,0,0,6,40,0,1,1,212
"213","Adrian","Portillo","Yearly",19856.5564484832,19856.5564484832,"Weekly",131.749344969223,6850.96593839962,4641.92809302186,1,0,9,62,0,1,0,213
"214","Corielle","Deboer","Yearly",10699.9513208242,10699.9513208242,"Yearly",5213.72712401833,5213.72712401833,2925.67161896023,1,1,4,43,1,1,NA,214
"215","Taalib","Mutahi","Monthly",2948.06080982222,35376.7297178667,"Monthly",2534.44402224358,30413.3282669229,5366.00346244584,1,0,12,46,1,1,1,215
"216","Zaahir","Wilson","Weekly",109.686054555217,5703.67483687126,"Monthly",299.278867804328,3591.34641365193,2180.14023380469,0,0,7,59,1,1,1,216
"217","Jessica","el-Samaan","Monthly",757.427592490116,9089.13110988139,"Yearly",5059.30644053657,5059.30644053657,353.865190356797,0,1,9,63,1,1,0,217
"218","Annette","Quick","Weekly",728.553562677106,37884.7852592095,"Weekly",442.119039134411,22990.1900349894,6461.28070270553,0,0,9,65,0,1,1,218
"219","Samantha","al-Gaber","Weekly",1218.8962183349,63382.6033534147,"Yearly",111828.477145899,111828.477145899,28719.2430258798,0,0,10,60,0,1,0,219
"220","Adrian","Gallegos","Weekly",604.950503743069,31457.4261946396,"Weekly",1405.06649326138,73063.4576495918,54151.4286935405,NA,0,6,38,0,1,NA,220
"221","Joseph","Xiong","Yearly",76516.0676494612,76516.0676494612,"Weekly",570.378438064286,29659.6787793429,11215.5189561073,0,0,9,46,1,1,1,221
"222","Jazmin","Nguyen","Weekly",535.324350193468,27836.8662100604,"Yearly",6361.64189029528,6361.64189029528,465.767686316901,1,0,10,54,1,1,0,222
"223","Cora","Bryant","Weekly",1040.36418022635,54098.9373717703,"Weekly",892.028631083486,46385.4888163413,2809.20658261781,1,0,13,62,1,1,NA,223
"224","Milena","Kishi","Monthly",1257.14212247799,15085.7054697358,"Yearly",21891.3788781434,21891.3788781434,181.996195733249,0,0,7,54,1,1,1,224
"225","Dominic","Bruce","Weekly",256.385384292709,13332.0399832209,"Weekly",55.1976446225993,2870.27752037517,328.886701310971,1,0,7,40,0,0,NA,225
"226","Crystal","Wilson","Monthly",412.80164760406,4953.61977124872,"Yearly",1623.07685180493,1623.07685180493,50.7724277645531,0,0,9,48,1,1,0,226
"227","Danika","Kim","Weekly",371.009397336813,19292.4886615143,"Weekly",213.575404009393,11105.9210084884,537.353138431369,0,1,5,58,0,1,1,227
"228","Hamza","Reynolds","Weekly",583.8849897788,30362.0194684976,"Weekly",212.190480636084,11033.9049930764,4159.41513569273,1,0,9,32,0,1,NA,228
"229","Emma","Park","Weekly",1363.29087805627,70891.1256589259,"Yearly",79762.5455140326,79762.5455140326,40539.6991168476,1,0,7,52,1,1,NA,229
"230","anupama","Bailey","Monthly",6236.05998370194,74832.7198044233,"Yearly",15955.0650538396,15955.0650538396,2743.98600729432,0,1,11,23,0,1,1,89
"231","Nathaniel","Tidwell","Weekly",20.8411472177654,1083.7396553238,"Yearly",1333.29623927918,1333.29623927918,806.047936195299,0,0,7,50,0,1,1,231
"232","Collin","Barrios","Weekly",505.195010237238,26270.1405323364,"Monthly",1653.45111600547,19841.4133920657,9901.873167316,1,1,6,45,0,1,1,232
"233","Trevor","Kim","Monthly",1187.37552847189,14248.5063416627,"Weekly",298.758218817611,15535.4273785158,9664.68821921209,1,0,9,49,0,1,1,233
"234","Alaina","Apodaca","Weekly",73.4752804643099,3820.71458414412,"Yearly",4043.56586070708,4043.56586070708,955.142445091699,1,0,12,49,1,1,1,234
"235","Michael","Livaudais","Yearly",37077.5417671278,37077.5417671278,"Weekly",103.736692317214,5394.30800049512,2389.34904104921,1,1,3,50,0,0,NA,235
"236","Jacob","Sabala","Yearly",12207.1806595272,12207.1806595272,"Weekly",65.2019656925359,3390.50221601187,616.027372292841,1,0,7,46,1,1,NA,236
"237","Husni","Mcilveen","Weekly",811.085057090353,42176.4229686983,"Weekly",70.0723032855641,3643.75977084934,2631.42118675323,0,0,5,39,1,1,NA,237
"238","Kaydie","Pusey","Weekly",1168.18581342591,60745.6622981472,"Yearly",72456.8677983078,72456.8677983078,25456.6897697884,0,1,10,51,0,1,0,238
"239","Safaaa","Tran","Monthly",2019.05961205914,24228.7153447096,"Monthly",838.369258288415,10060.431099461,156.791194802439,0,0,12,52,0,1,1,239
"240","Edwin","Manjarrez","Weekly",1633.68261368242,84951.495911486,"Weekly",907.735652686747,47202.2539397108,41221.7520468689,1,0,7,64,1,1,NA,240
"241","Daniel","Fitzsimmons","Weekly",120.530329739582,6267.57714645826,"Weekly",320.236634048573,16652.3049705258,407.588429494892,1,0,11,38,0,1,NA,241
"242","Tevon","Morris","Weekly",714.612468510653,37159.8483625539,"Weekly",124.392613771696,6468.41591612817,1163.76873093175,1,0,7,52,1,1,1,242
"243","Julian","Briones","Yearly",342248.115843474,342248.115843474,"Weekly",6300.73307394066,327638.119844914,14143.0235425738,0,NA,10,40,1,0,NA,243
"244","Derrik","Sanchez","Yearly",11713.8170917668,11713.8170917668,"Weekly",69.2581732204906,3601.42500746551,240.400711527937,0,1,10,57,1,1,NA,244
"245","Kimiko","Scott","Weekly",65.2446570838318,3392.72216835925,"Weekly",32.4436863301431,1687.07168916744,1193.31331506817,0,0,13,43,0,1,1,245
"246","William","Shaver","Weekly",216.517169060743,11258.8927911586,"Yearly",26554.6954301177,26554.6954301177,7520.31543237375,1,0,14,32,0,1,1,246
"247","Gwendolyn","Evans","Yearly",41371.4972187544,41371.4972187544,"Monthly",1971.72947670084,23660.7537204101,860.609146376397,0,0,11,38,1,1,0,247
"248","Logan","Marques","Weekly",214.737651166132,11166.3578606389,"Yearly",4001.52942249749,4001.52942249749,85.2060277253625,0,1,10,41,0,0,NA,248
"249","Tre","Norwood","Monthly",1654.21766139482,19850.6119367378,"Weekly",657.419839453206,34185.8316515667,12194.2808658519,1,0,10,43,1,1,0,249
"250","Jack","Rodriguez","Yearly",186118.095826116,186118.095826116,"Weekly",2555.34619254788,132878.00201249,29359.6080926033,1,0,7,47,1,1,NA,250
"251","Christopher","Johnson","Yearly",35131.5506658366,35131.5506658366,"Yearly",139637.683417385,139637.683417385,8484.64229306994,1,0,9,84,0,0,NA,251
"252","Audrey","Garcia","Weekly",499.586641855131,25978.5053764668,"Yearly",9862.48046918521,9862.48046918521,1726.23733786317,1,0,12,42,0,1,1,252
"253","Lloyd","Massel","Monthly",389.085693274591,4669.02831929509,"Weekly",351.184543096219,18261.5962410034,8393.38901481264,0,0,5,39,0,1,NA,253
"254","Santos","Last","Yearly",44760.7101072417,44760.7101072417,"Weekly",751.18566993185,39061.6548364562,5887.45911053071,1,0,8,48,1,1,0,254
"255","Kayla","Horton","Yearly",4609.10831959604,4609.10831959604,"Weekly",10.5879983683437,550.57591515387,378.09688950464,1,0,10,29,1,1,NA,255
"256","Domeniqua","Amerson","Weekly",1097.61048320465,57075.745126642,"Weekly",1508.03665884496,78417.9062599381,11212.3540011397,1,0,8,30,1,1,1,256
"257","Matthew","Zelney","Yearly",26387.7178842678,26387.7178842678,"Weekly",396.343161829265,20609.8444151218,15386.429097424,0,0,7,39,1,1,1,257
"258","Sierra","Shumway","Yearly",33246.2339238942,33246.2339238942,"Weekly",287.480817796461,14949.002525416,1062.48394588463,0,1,5,34,1,1,1,258
"259","Veronica","Dodds","Weekly",742.403784675122,38604.9968031063,"Yearly",60010.9755947631,60010.9755947631,4639.95717783894,1,0,4,49,1,1,1,259
"260","Justin","Bean","Weekly",70.150358812113,3647.81865822988,"Weekly",47.5348980183046,2471.81469695184,1895.84333439944,1,0,16,73,1,1,NA,260
"261","Sana","Stonewall","Yearly",127348.824676761,127348.824676761,"Weekly",288.366138706564,14995.0392127413,835.112748632675,0,0,7,44,1,1,1,261
"262","Dandrew","Hendry","Weekly",2914.15179897887,151535.893546901,"Yearly",69653.8074630577,69653.8074630577,3710.89398282032,1,0,11,49,1,1,1,262
"263","Jose","Campos","Weekly",1104.31327182407,57424.2901348519,"Weekly",985.438398649475,51242.7967297727,10966.2451870775,0,1,5,33,0,1,NA,263
"264","Micahlina","Curtis","Monthly",136.219461360345,1634.63353632414,"Yearly",842.985938493468,842.985938493468,497.51384697072,0,0,6,55,0,1,1,264
"265","Alexis","Montano","Monthly",2584.67561927687,31016.1074313225,"Weekly",192.636121843,10017.078335836,3718.48468957447,1,0,7,53,0,1,1,265
"266","Kimberly","Vigil","Yearly",46991.0178692873,46991.0178692873,"Weekly",485.864392898083,25264.9484307003,1611.10809215383,0,0,5,50,1,1,1,266
"267","Harman","Hudson","Weekly",62.7752042805212,3264.3106225871,"Yearly",20034.3588129876,20034.3588129876,15525.9105553426,1,NA,9,46,1,1,1,267
"268","William","Quint","Weekly",620.349369066705,32258.1671914687,"Weekly",793.899554761231,41282.776847584,30392.8359402527,NA,0,9,43,0,1,0,268
"269","Felicia","Lovisone","Yearly",126238.953660473,126238.953660473,"Weekly",307.293302684856,15979.2517396125,8020.11532869531,0,0,13,60,1,1,1,269
"270","Lamontee","Gorny","Weekly",130.830183961499,6803.16956599796,"Weekly",39.7319899649372,2066.06347817673,1326.20431119044,NA,0,11,41,0,0,NA,270
"271","Justin","Smith","Weekly",50.7005157918871,2636.42682117813,"Weekly",7.28751237316239,378.950643404444,162.604232975654,NA,0,7,36,0,1,1,271
"272","Morgan","Perlas","Yearly",26835.2202034934,26835.2202034934,"Weekly",384.116600427345,19974.0632222219,246.292814341438,0,0,7,59,1,1,1,272
"273","Jasmine","Mender","Weekly",1080.05030058811,56162.6156305818,"Weekly",215.733059025181,11218.1190693094,4523.59372992254,1,1,5,65,0,1,1,273
"274","Tegan","Landrum","Weekly",141.194498082417,7342.1139002857,"Yearly",2333.27490351572,2333.27490351572,885.094439032906,0,1,2,38,0,0,NA,274
"275","Jasmine","Rains","Weekly",275.921996125225,14347.9437985117,"Yearly",11413.5667692916,11413.5667692916,3207.8355468917,NA,0,8,49,1,1,0,275
"276","Christopher","Goering-Moore","Weekly",515.806012569264,26821.9126536017,"Weekly",239.275357056145,12442.3185669195,658.491371036796,1,NA,5,32,1,1,1,276
"277","Logan","Lively","Yearly",41699.9221607469,41699.9221607469,"Weekly",169.735413379269,8826.24149572196,5462.58654317989,1,0,10,33,1,1,1,277
"278","Travion","al-Shams","Yearly",87116.4551860492,87116.4551860492,"Weekly",42.227017628344,2195.80491667389,451.293030283461,1,NA,5,57,1,1,0,278
"279","Chasidy","Wedgeworth","Yearly",35873.5453597378,35873.5453597378,"Weekly",282.55108465827,14692.6564022301,7809.06739091238,1,0,11,51,1,1,1,279
"280","Carlos","al-Shehata","Yearly",13665.8884446365,13665.8884446365,"Yearly",2849.95318926051,2849.95318926051,202.60567041809,1,0,9,46,1,1,1,280
"281","Diajanique","Mayfield","Monthly",2051.58952230694,24619.0742676832,"Weekly",2138.57401786142,111205.848928794,35349.81879568,1,1,4,59,1,1,NA,281
"282","Emily","Flores","Weekly",418.335463398363,21753.4440967149,"Weekly",19.3207394374455,1004.67845074717,772.636650721332,1,NA,10,48,1,1,NA,282
"283","Kaila","Tolbert","Yearly",34581.7996978303,34581.7996978303,"Weekly",62.1014574960291,3229.27578979351,1034.9164711102,1,0,13,51,1,1,NA,283
"284","Malcolm","Morey","Monthly",2076.54248609689,24918.5098331627,"Yearly",14523.1777338604,14523.1777338604,12481.9960886045,0,0,8,44,1,1,0,284
"285","Muhammad","Segura","Weekly",48.3651773830188,2514.98922391698,"Monthly",177.922522285701,2135.07026742842,1550.40568420398,0,1,7,48,1,1,1,285
"286","Adau","Pluto","Weekly",552.28419281131,28718.7780261881,"Yearly",7764.25858369142,7764.25858369142,868.334107142702,0,0,8,56,0,1,NA,286
"287","Julia","Herbst","Yearly",268902.15725338,268902.15725338,"Yearly",22390.4477815146,22390.4477815146,11400.7180615348,0,0,12,43,1,0,NA,287
"288","Velma","Romero","Yearly",33865.6357765175,33865.6357765175,"Yearly",5045.40546154553,5045.40546154553,1870.26701886145,0,0,12,42,1,1,1,288
"289","Tiffany","Teawdatwan","Yearly",78324.517972827,78324.517972827,"Yearly",79925.6456450276,79925.6456450276,13954.433586771,0,0,9,49,1,1,0,289
"290","Mun","el-Nouri","Weekly",259.818153356093,13510.5439745168,"Weekly",102.08733691941,5308.5415198093,732.590502252132,1,0,9,50,0,1,0,290
"291","Alexander","el-Hashim","Yearly",53671.1702928761,53671.1702928761,"Yearly",9422.98210990587,9422.98210990587,414.84465252958,1,0,12,65,0,1,NA,291
"292","Donovon","Montgomery","Weekly",180.58044483493,9390.18313141634,"Yearly",4851.81155494597,4851.81155494597,4277.9011467851,0,0,10,44,0,1,1,292
"293","Asha","Montoya","Monthly",496.120537059245,5953.44644471095,"Monthly",303.399079639096,3640.78895566916,1266.09282004034,1,0,8,39,1,1,1,293
"294","Asien","al-Usman","Weekly",1059.22545278064,55079.7235445934,"Weekly",361.655971472058,18806.110516547,2670.66692442498,1,0,10,42,1,1,1,294
"295","Armand","Davis","Yearly",39636.229876814,39636.229876814,"Yearly",8415.8161325895,8415.8161325895,852.900266753257,1,0,11,26,0,1,1,295
"296","Hanna","al-Diab","Weekly",509.358036458593,26486.6178958469,"Weekly",137.640874955358,7157.32549767863,4680.06023551394,1,0,11,57,1,1,1,296
"297","Ghaalib","al-Youssef","Yearly",27787.3380927079,27787.3380927079,"Yearly",4486.00274084641,4486.00274084641,751.013557923221,0,0,3,37,0,1,1,297
"298","Darren","Zubia","Weekly",489.810448818142,25470.1433385434,"Monthly",521.352531227329,6256.23037472795,4347.73712602452,1,1,2,67,1,0,NA,298
"299","Jeffrey","Flynt","Monthly",1819.16550541246,21829.9860649495,"Weekly",402.117074072932,20910.0878517925,4916.61019570766,1,0,12,32,0,1,NA,299
"300","Enkhtsetseg","Karney","Monthly",2444.93861476759,29339.2633772111,"Weekly",322.803056453196,16785.7589355662,6820.42294241798,1,0,7,47,1,1,NA,300
"301","Mahmood","el-Hassen","Yearly",33227.2956315419,33227.2956315419,"Yearly",3799.52885514743,3799.52885514743,529.50797730962,1,0,12,49,1,1,1,301
"302","Alexis","Felix","Yearly",2963.34538419134,2963.34538419134,"Weekly",116.831903768396,6075.25899595658,1102.62684113219,1,1,6,58,0,1,NA,302
"303","Tia","Gonzales","Weekly",146.132650198178,7598.89781030526,"Monthly",88.7391085614089,1064.86930273691,148.619983935811,1,0,9,50,0,1,1,303
"304","Emily","Barnett","Yearly",2844.10739952231,2844.10739952231,"Yearly",1516.56790833875,1516.56790833875,22.5941778895188,1,0,20,37,1,1,1,304
"305","Dalayah","Lee","Weekly",49.2651040482333,2561.78541050813,"Monthly",228.847207392972,2746.16648871567,245.655574324497,0,0,11,53,0,1,1,305
"306","Zahra","Sherlock","Yearly",30671.8655684691,30671.8655684691,"Yearly",15262.6909426361,15262.6909426361,1588.12932292183,0,0,9,29,1,1,NA,306
"307","Jessica","Douglas","Weekly",114.689600524003,5963.85922724815,"Weekly",17.960571697714,933.949728281127,278.431366179052,1,1,9,51,1,1,1,307
"308","Shanea","Hagos","Yearly",14198.1662256813,14198.1662256813,"Weekly",13.5855885078617,706.450602408808,156.493023452413,1,1,5,42,1,1,NA,308
"309","Yuying","James","Weekly",1058.46155065551,55040.0006340867,"Yearly",38724.6649090294,38724.6649090294,3423.79098052807,0,0,6,41,0,1,NA,309
"310","Nia","Kim","Yearly",102810.146823425,102810.146823425,"Monthly",11160.2550227743,133923.060273291,26601.8468682704,1,0,10,50,1,1,1,310
"311","David","Beightel","Monthly",591.259841874029,7095.11810248835,"Weekly",122.959959196727,6393.91787822982,2551.55194430607,1,0,7,27,0,1,0,311
"312","Maricela","al-Abu","Weekly",894.237260889171,46500.3375662369,"Yearly",1778.58928856759,1778.58928856759,866.382420257362,0,0,12,49,0,1,NA,312
"313","Ayodeji","al-Alam","Weekly",104.284268227057,5422.78194780699,"Yearly",3154.93891541734,3154.93891541734,1491.55830699205,1,1,9,49,0,1,1,313
"314","Michele","Wise","Yearly",18277.179614154,18277.179614154,"Weekly",146.701697121981,7628.488250343,4124.30922336554,1,NA,7,40,1,1,1,314
"315","Thamra","James","Weekly",612.14222798531,31831.3958552361,"Monthly",839.413271733398,10072.9592608008,6111.46844739939,1,0,12,54,0,1,0,315
"316","Javier","Gomes","Monthly",399.322051818731,4791.86462182477,"Yearly",5767.68432585242,5767.68432585242,321.755926179468,0,0,9,36,1,1,1,316
"317","Zakariyya","Huang","Yearly",19172.0618822901,19172.0618822901,"Weekly",278.67090429644,14490.8870234149,4612.7156815064,1,1,4,37,1,1,NA,317
"318","Mackenzie","Lucero","Monthly",1714.73535486717,20576.824258406,"Weekly",603.321774233567,31372.7322601455,591.962285918638,0,NA,5,51,0,1,NA,318
"319","Christian","Mccann","Weekly",702.752654913941,36543.1380555249,"Yearly",9238.50660993326,9238.50660993326,1867.73175835601,1,1,6,41,0,1,1,319
"320","Tiyanna","Yang","Weekly",252.018923118023,13104.9840021372,"Weekly",51.4161206528917,2673.63827395037,336.063551274457,1,0,5,34,0,1,1,320
"321","Nathaniel","Takele","Monthly",6413.94384718036,76967.3261661644,"Yearly",16436.8636093095,16436.8636093095,2422.17643298281,1,1,5,42,0,1,1,321
"322","Nariah","Rogers","Yearly",10138.513841219,10138.513841219,"Yearly",6600.3079898789,6600.3079898789,3060.73776840266,1,0,5,38,0,1,0,322
"323","Mahfooz","Cardinal","Weekly",353.02168574537,18357.1276587593,"Weekly",384.196002618384,19978.192136156,436.130006299493,0,0,9,37,0,0,NA,323
"324","Amber","Confer","Monthly",6452.19565268549,77426.3478322258,"Yearly",101634.443703407,101634.443703407,18320.8066306203,0,0,9,44,0,1,0,324
"325","Haakima","La","Yearly",9911.75987109801,9911.75987109801,"Yearly",4747.76586811128,4747.76586811128,381.266731793034,1,0,12,25,1,1,NA,325
"326","Breanna","Ortega","Yearly",97579.1591283232,97579.1591283232,"Yearly",57718.0347658971,57718.0347658971,43333.1210247342,0,1,5,60,0,1,1,326
"327","Christopher","el-Guler","Yearly",4291.9158043184,4291.9158043184,"Yearly",2945.75747989575,2945.75747989575,856.710911963491,0,0,10,25,0,1,1,327
"328","Long","Smiley","Yearly",67044.2527203504,67044.2527203504,"Monthly",305.853401017344,3670.24081220812,354.58591282366,0,0,9,61,1,1,NA,328
"329","Jacob","Caballero","Weekly",3790.91294129459,197127.472947319,"Weekly",670.294108924592,34855.2936640788,18960.5697504847,0,0,9,39,0,1,1,329
"330","Davin","Sumpter","Weekly",717.549867103201,37312.5930893665,"Weekly",424.624970717398,22080.4984773047,4933.04743455585,1,0,14,48,1,1,1,330
"331","Olivia","Flores","Yearly",6879.69905404739,6879.69905404739,"Yearly",12307.8741854834,12307.8741854834,10831.9543379968,0,0,7,49,1,1,1,331
"332","Damon","Campos","Weekly",347.520049089123,18071.0425526344,"Weekly",360.088418312221,18724.5977522355,1052.25727109124,1,0,10,40,1,1,1,332
"333","Grant","Tran-Hoang","Yearly",5453.16777132945,5453.16777132945,"Weekly",38.0859291559247,1980.46831610809,98.4864975143126,0,0,10,44,0,1,NA,333
"334","Khylin","Deponte","Weekly",369.231620858936,19200.0442846647,"Yearly",7165.54786388393,7165.54786388393,1220.63227294095,NA,0,4,29,0,1,0,334
"335","Manuel","Bemis","Yearly",17761.3514540151,17761.3514540151,"Yearly",3570.00854928257,3570.00854928257,1680.23431798453,0,1,10,52,1,1,0,335
"336","Shane","Clayton","Yearly",24349.1857347783,24349.1857347783,"Monthly",1756.6790257668,21080.1483092016,5929.79043401305,0,0,7,54,0,1,1,336
"337","Wyatt","Ward","Weekly",5079.11701138103,264114.084591814,"Monthly",27890.1651649928,334681.981979913,18887.8456197139,1,NA,8,46,1,1,1,337
"338","Christopher","Wong","Yearly",69457.1777798586,69457.1777798586,"Yearly",35992.9736083622,35992.9736083622,12521.0779516217,NA,0,9,50,0,1,1,338
"339","Munisa","Hammond","Yearly",53016.7216228936,53016.7216228936,"Weekly",312.256941146988,16237.3609396434,13031.9137329985,1,0,5,33,1,1,1,339
"340","Vincent","Mckinley","Yearly",10427.5020858403,10427.5020858403,"Monthly",196.504261517577,2358.05113821092,1670.77614198025,1,0,14,32,1,1,1,340
"341","Haani","Hehemann","Yearly",24460.8737502612,24460.8737502612,"Weekly",171.408432428201,8913.23848626645,4677.90834750729,1,0,8,55,1,1,NA,341
"342","Sri","Anderson","Weekly",46.4731081559669,2416.60162411028,"Weekly",14.3847686642571,748.007970541371,354.450676256203,0,0,4,47,0,1,1,342
"343","Ahmed","al-Zafar","Yearly",2496.5430219804,2496.5430219804,"Yearly",9785.06860262123,9785.06860262123,9750.14983525904,1,0,8,66,1,0,NA,343
"344","Diego","Nguyen","Monthly",1136.78491285407,13641.4189542489,"Weekly",39.7920064146797,2069.18433356334,87.0257258541812,1,0,4,41,1,1,1,344
"345","Nuzha","Allen-Polniak","Yearly",29751.438831438,29751.438831438,"Yearly",16147.185473964,16147.185473964,4441.44326633765,1,0,7,40,1,1,1,345
"346","Lucila","Huff","Yearly",22128.8602907961,22128.8602907961,"Weekly",262.392196617435,13644.3942241066,3847.51615555176,0,1,6,24,0,1,NA,346
"347","Adam","Conrad","Weekly",111.142951963302,5779.4335020917,"Yearly",7168.18517525434,7168.18517525434,6216.51325801837,0,0,6,60,1,1,1,347
