"","first_names","last_names","income_unit","income","annual_income","expense_unit","expense","annual_expense","annual_pet_expense","gained_pet","lost_pet","happiness","age_respondent","female_respondent","cats_n_dogs","is_dog_registered","case_id"
"171","Kelsi","Duncan","Monthly",9805.49677266158,117665.961271939,"Weekly",1494.75649888191,77727.3379418591,3529.31794827241,1,0,-10,43,0,0,1,171
"172","James","Her","Weekly",291.433674997695,15154.5510998802,"Weekly",338.526338402288,17603.369596919,8958.25981473931,0,0,-8,38,1,0,1,172
"173","Azalia","Morgan","Weekly",1129.68924090105,58743.8405268545,"Yearly",20566.7467541968,20566.7467541968,1320.38090446933,1,0,-13,43,1,2,NA,173
"174","Jessie","Mattice","Yearly",8196.91359958305,8196.91359958305,"Weekly",11.6086004581905,603.647223825904,44.615596378804,1,0,-6,32,1,0,1,174
"175","Mushtaaq","Tran","Weekly",178.314085014452,9272.33242075149,"Weekly",29.8110230797659,1550.17320014783,257.756850851198,1,1,-7,51,1,0,1,175
"176","Yichen","al-Rabbani","Weekly",103.686326447856,5391.68897528852,"Yearly",10225.1444081987,10225.1444081987,7606.76947085761,1,0,-9,53,0,2,0,176
"177","Mato Ty","Whiteman","Weekly",275.056518439402,14302.9389588489,"Yearly",3526.57739629835,3526.57739629835,32.7565807426596,1,0,-11,50,1,1,NA,177
"178","Shelbie","Ramos","Weekly",183.91283871044,9563.46761294287,"Weekly",26.3843298222536,1371.98515075719,19.9230327524203,1,0,-14,41,1,2,NA,178
"179","Miguel","Jeffery","Weekly",250.171501469563,13008.9180764173,"Yearly",1466.58985429454,1466.58985429454,1277.21919326107,NA,0,-7,35,1,0,1,179
"180","Razeena","Irvin","Weekly",1782.72020750925,92701.4507904812,"Weekly",498.21762962755,25907.3167406326,2635.15777602453,0,0,-7,47,0,2,0,180
"181","Krystyna","Claypool","Weekly",370.004887567296,19240.2541534994,"Yearly",12659.1522040333,12659.1522040333,9439.34489023165,1,0,-15,32,0,1,0,181
"182","Bethany","Stalnaker","Yearly",11238.7660212245,11238.7660212245,"Weekly",30.9768805577762,1610.79778900436,890.280807551072,0,1,-13,37,0,2,NA,182
"183","Giovanni","Madden","Yearly",79757.689010946,79757.689010946,"Yearly",36684.2328059816,36684.2328059816,23521.1477529603,1,1,-4,42,1,0,1,183
"184","Brandon","Oliveira","Weekly",65.8215529083608,3422.72075123476,"Yearly",5591.2604693399,5591.2604693399,151.621082309787,1,0,-11,43,0,1,NA,184
"185","Darian","el-Jamail","Monthly",1208.86718718388,14506.4062462066,"Weekly",67.4651577967947,3508.18820543333,2246.40999934329,0,0,-9,30,0,0,1,185
"186","Dezaree","Lattimer","Yearly",16207.1983776939,16207.1983776939,"Monthly",273.136579253553,3277.63895104263,1715.67366789369,1,0,-18,38,0,1,NA,186
"187","Kathy","Deveyra","Yearly",2317.64936346508,2317.64936346508,"Yearly",2054.49606191181,2054.49606191181,2050.54415464196,1,1,-6,43,0,0,1,187
"188","Tony","Chacon","Yearly",11458.3058030788,11458.3058030788,"Monthly",1819.50153353834,21834.01840246,10868.1815993495,1,0,-14,56,0,0,1,188
"189","Samantha","Emley","Yearly",1861.2254639951,1861.2254639951,"Weekly",40.9954515567342,2131.76348095018,322.395155762927,1,0,-9,46,0,0,1,189
"190","Isaiah","Chavez","Weekly",175.594243434143,9130.90065857543,"Yearly",1271.44968538793,1271.44968538793,505.561940054018,1,0,-7,37,0,2,0,190
"191","Analida","Trujillo","Yearly",63482.1909568196,63482.1909568196,"Monthly",895.434440729844,10745.2132887581,3495.17333490553,1,0,-17,45,0,2,NA,191
"192","Emmanuel","Mai","Yearly",28639.532083441,28639.532083441,"Weekly",162.137381275252,8431.14382631312,2774.46930154605,1,0,-8,59,1,0,1,192
"193","Haiden","Ray","Yearly",14520.7682829221,14520.7682829221,"Weekly",115.715490961733,6017.20553001012,294.347716753739,1,1,-1,64,0,2,NA,193
"194","Alythia","al-Hakim","Weekly",14.7843333889914,768.785336227554,"Weekly",3.76979972058493,196.029585470416,170.753772973646,NA,NA,-8,39,1,1,NA,194
"195","Maya","Ngo","Yearly",65494.7803976509,65494.7803976509,"Yearly",12800.4591574292,12800.4591574292,9617.4081018795,1,1,-14,45,0,2,NA,195
"196","Alexa","Burrs","Weekly",154.742181804041,8046.59345381015,"Yearly",15282.2588985853,15282.2588985853,915.828804033463,0,0,-7,48,1,0,1,196
"197","Ashley","Milasincic","Yearly",19733.8115766366,19733.8115766366,"Weekly",92.1761421812752,4793.15939342631,1155.46471594206,1,1,-3,46,0,0,1,197
"198","Kendra","Graham","Monthly",6719.210373067,80630.524476804,"Yearly",28424.4949775453,28424.4949775453,5479.9015524219,0,0,-5,47,1,0,1,198
"199","Chase","Jung","Monthly",597.710870856336,7172.53045027603,"Monthly",373.306082361683,4479.67298834019,1068.33830119157,1,0,-7,58,1,0,1,199
"200","Rowtinya","Kim","Yearly",12547.181195189,12547.181195189,"Monthly",169.010012570244,2028.12015084292,1511.24260391639,0,0,-5,44,0,0,1,200
"201","Arafaat","al-Shahan","Monthly",160.843466854042,1930.12160224851,"Weekly",18.5278767545084,963.449591234439,94.6892136211974,1,0,-13,46,1,0,1,201
"202","Jessica","Jones","Weekly",5700.43391234722,296422.563442055,"Weekly",2721.67555280704,141527.128745966,70470.8547208865,0,0,-11,34,0,0,1,202
"203","Abrianna","Bender","Weekly",112.090570606168,5828.70967152074,"Yearly",9674.98637294187,9674.98637294187,302.705290591943,0,0,-6,45,0,0,1,203
"204","Tecumseh","Roebuck","Weekly",84.1541014072843,4376.01327317879,"Weekly",16.6017139075741,863.289123193855,184.812784549541,1,0,-9,50,0,0,1,204
"205","Jack","Flannery-Greene","Monthly",1287.74581556563,15452.9497867876,"Weekly",69.2193646329529,3599.40696091355,826.714043707808,0,1,-6,51,0,0,1,205
"206","Jeremias","Antoine","Weekly",1100.77712303835,57240.4103979942,"Weekly",1848.16863292058,96104.7689118701,13969.0619091952,1,0,-6,32,1,2,0,206
"207","Paul","Gonzales","Weekly",920.294810373529,47855.3301394235,"Weekly",119.87908467761,6233.71240323571,5904.21407271044,0,1,-5,66,0,2,0,207
"208","Jasmin","Straight","Yearly",4093.4947919208,4093.4947919208,"Weekly",50.9648017311083,2650.16969001763,1196.31360191683,0,1,-10,40,1,2,NA,208
"209","Abrielle","Confer","Weekly",2329.82944921502,121151.131359181,"Yearly",45124.827080209,45124.827080209,12118.6157778007,0,1,-5,27,1,2,NA,209
"210","Meghan","Larocque","Monthly",1194.3496725984,14332.1960711808,"Monthly",133.613817264184,1603.3658071702,1603.3658071702,1,0,-5,41,1,1,0,210
"211","Cole","Petersen","Weekly",138.265664361555,7189.81454680084,"Yearly",4378.58657954916,4378.58657954916,881.298078599641,0,0,-7,53,1,0,1,211
"212","Duncan","Oquist","Yearly",11343.7759075561,11343.7759075561,"Yearly",6927.50780722243,6927.50780722243,14.3698439820832,1,0,-8,40,0,0,1,212
"213","Adrian","Portillo","Weekly",563.067951368937,29279.5334711847,"Weekly",493.972706169553,25686.5807208168,556.344765101313,0,0,-10,62,0,1,NA,213
"214","Corielle","Deboer","Weekly",180.514809071424,9386.77007171407,"Monthly",1032.3675892809,12388.4110713707,593.760026189245,1,0,-7,43,1,0,1,214
"215","Taalib","Mutahi","Weekly",3117.83175785473,162127.251408446,"Yearly",16558.3759077054,16558.3759077054,1383.49984891799,1,0,-10,46,1,0,1,215
"216","Zaahir","Wilson","Yearly",3201.80198000018,3201.80198000018,"Monthly",141.262225448554,1695.14670538265,1695.14670538265,0,1,-6,59,1,0,1,216
"217","Jessica","el-Samaan","Weekly",97.4650781760561,5068.18406515491,"Yearly",4646.21371995628,4646.21371995628,4546.74676022426,0,0,-8,63,1,2,NA,217
"218","Annette","Quick","Monthly",5214.20917078034,62570.5100493641,"Weekly",677.466700701729,35228.2684364899,20659.3615132609,NA,0,-7,65,0,0,1,218
"219","Samantha","al-Gaber","Weekly",621.4963589923,32317.8106675996,"Yearly",53400.1520487033,53400.1520487033,10817.1256122568,0,0,-11,60,0,0,1,219
"220","Adrian","Gallegos","Weekly",976.527050804017,50779.4066418089,"Yearly",30902.6356422585,30902.6356422585,2872.57441329312,0,0,-6,38,0,2,NA,220
"221","Joseph","Xiong","Yearly",53905.8081565314,53905.8081565314,"Weekly",1217.15697629871,63292.1627675328,35403.1558678031,1,1,-4,46,1,1,NA,221
"222","Jazmin","Nguyen","Monthly",2696.55058694091,32358.607043291,"Yearly",8851.36690419996,8851.36690419996,928.178854261338,0,0,-7,54,1,2,NA,222
"223","Cora","Bryant","Yearly",56525.9793810933,56525.9793810933,"Monthly",5004.68973034399,60056.2767641278,57144.293954843,1,0,-16,62,1,0,1,223
"224","Milena","Kishi","Yearly",18110.0984209907,18110.0984209907,"Monthly",767.290109578807,9207.48131494569,5205.74256289307,0,1,-3,54,1,2,0,224
"225","Dominic","Bruce","Weekly",634.992235682961,33019.596255514,"Weekly",56.7526562456721,2951.13812477495,1150.11092574718,1,0,-12,40,0,2,NA,225
"226","Crystal","Wilson","Weekly",106.352301694893,5530.31968813445,"Weekly",42.9972674364273,2235.85790669422,118.620754969456,1,0,-8,48,1,1,NA,226
"227","Danika","Kim","Yearly",7950.13323331466,7950.13323331466,"Weekly",77.6152832780642,4035.99473045934,962.352585678821,0,0,-8,58,0,0,1,227
"228","Hamza","Reynolds","Weekly",1848.68364216558,96131.5493926104,"Monthly",3034.71588898513,36416.5906678215,4645.0084114424,1,0,-5,32,0,2,NA,228
"229","Emma","Park","Weekly",4384.32814827321,227985.063710207,"Weekly",3503.15549441772,182164.085709722,112401.397790799,1,0,-12,52,1,0,1,229
"230","anupama","Bailey","Weekly",688.440941753741,35798.9289711945,"Weekly",168.497305696818,8761.85989623451,56.1491009681434,0,0,-10,23,0,0,1,89
"231","Nathaniel","Tidwell","Weekly",44.3408636552758,2305.72491007434,"Weekly",13.9279440910772,724.253092736016,290.447653784326,1,0,-11,50,0,0,1,231
"232","Collin","Barrios","Yearly",59016.7166680458,59016.7166680458,"Weekly",899.938515093947,46796.8027848853,23961.2731915415,NA,0,-8,45,0,0,1,232
"233","Trevor","Kim","Weekly",92.6673845138727,4818.70399472138,"Monthly",905.374619364239,10864.4954323709,1929.20040516117,1,1,-6,49,0,0,1,233
"234","Alaina","Apodaca","Weekly",76.6884988663471,3987.80194105005,"Weekly",14.765559389487,767.809088253326,500.935955422782,1,0,-12,49,1,2,NA,234
"235","Michael","Livaudais","Weekly",1258.86162533269,65460.8045173,"Yearly",21261.106969892,21261.106969892,8101.98975171343,1,0,-7,50,0,0,1,235
"236","Jacob","Sabala","Yearly",10485.1132091972,10485.1132091972,"Monthly",171.34909626939,2056.18915523268,366.060271958814,0,1,-8,46,1,0,1,236
"237","Husni","Mcilveen","Yearly",65760.4368795878,65760.4368795878,"Yearly",15686.6657822551,15686.6657822551,2597.23876045539,NA,0,-6,39,1,0,1,237
"238","Kaydie","Pusey","Yearly",60232.1441368302,60232.1441368302,"Yearly",30819.9786421401,30819.9786421401,22372.6559710676,0,1,-10,51,0,0,1,238
"239","Safaaa","Tran","Weekly",834.801667636905,43409.6867171191,"Monthly",976.297419665598,11715.5690359872,7609.46678832889,0,0,-9,52,0,2,NA,239
"240","Edwin","Manjarrez","Monthly",4396.11898095694,52753.4277714833,"Yearly",61326.8996252424,61326.8996252424,42453.2000016659,0,0,-10,64,1,0,1,240
"241","Daniel","Fitzsimmons","Yearly",10332.0021749581,10332.0021749581,"Yearly",3538.23199859344,3538.23199859344,28.8683033956935,0,0,-10,38,0,1,NA,241
"242","Tevon","Morris","Weekly",1030.59024942273,53590.6929699821,"Weekly",95.5349473718464,4967.81726333601,2647.00064800391,0,1,-6,52,1,2,NA,242
"243","Julian","Briones","Yearly",227471.251984322,227471.251984322,"Yearly",263905.918810469,263905.918810469,72334.5123448836,1,1,-3,40,1,2,NA,243
"244","Derrik","Sanchez","Yearly",4891.30953800652,4891.30953800652,"Yearly",7445.9025940336,7445.9025940336,6425.29532970564,1,1,-8,57,1,0,1,244
"245","Kimiko","Scott","Weekly",17.4618533531974,908.016374366265,"Weekly",27.3777774602454,1423.64442793276,835.802083573596,1,NA,-8,43,0,2,0,245
"246","William","Shaver","Weekly",278.503261065467,14482.1695754043,"Yearly",23104.8724838455,23104.8724838455,20197.9819634305,0,0,-5,32,0,2,NA,246
"247","Gwendolyn","Evans","Yearly",35784.7996412797,35784.7996412797,"Yearly",26045.2752911523,26045.2752911523,1226.48534632454,1,0,-7,38,1,2,NA,247
"248","Logan","Marques","Yearly",17633.1987101635,17633.1987101635,"Yearly",3074.60214733061,3074.60214733061,364.905170344948,1,0,-11,41,0,2,0,248
"249","Tre","Norwood","Yearly",12712.4056630507,12712.4056630507,"Monthly",429.968842653817,5159.6261118458,1780.86899069849,1,1,-11,43,1,0,1,249
"250","Jack","Rodriguez","Weekly",6638.55490151282,345204.854878667,"Monthly",2905.17884412412,34862.1461294894,11462.4331351552,1,0,-10,47,1,2,NA,250
"251","Christopher","Johnson","Monthly",1576.30460740093,18915.6552888111,"Weekly",1023.71364103345,53233.1093337396,25965.8738035458,0,0,-6,84,0,2,NA,251
"252","Audrey","Garcia","Monthly",5233.08514471735,62797.0217366083,"Yearly",29481.558560808,29481.558560808,13292.6044201248,1,0,-8,42,0,2,NA,252
"253","Lloyd","Massel","Yearly",4960.63764489616,4960.63764489616,"Yearly",2553.98757804017,2553.98757804017,307.557367538213,0,0,-9,39,0,0,1,253
"254","Santos","Last","Yearly",48888.5275749486,48888.5275749486,"Yearly",14423.5916030716,14423.5916030716,3584.1119164733,1,0,-10,48,1,1,NA,254
"255","Kayla","Horton","Yearly",5656.26750919283,5656.26750919283,"Monthly",63.7605525908701,765.126631090441,124.327903742296,1,0,-16,29,1,2,NA,255
"256","Domeniqua","Amerson","Weekly",2615.84260952884,136023.8156955,"Yearly",72047.5249906002,72047.5249906002,2417.66598357199,0,0,-5,30,1,2,0,256
"257","Matthew","Zelney","Yearly",86471.3974838063,86471.3974838063,"Yearly",11545.8003344461,11545.8003344461,9387.51179142902,1,1,-4,39,1,2,NA,257
"258","Sierra","Shumway","Yearly",33341.6688575202,33341.6688575202,"Weekly",624.148267773521,32455.7099242231,2738.65755361953,0,0,-13,34,1,2,NA,258
"259","Veronica","Dodds","Yearly",39164.4756283281,39164.4756283281,"Weekly",932.878068490504,48509.6595615062,12121.0788219159,0,0,-6,49,1,0,1,259
"260","Justin","Bean","Weekly",218.089475112199,11340.6527058344,"Weekly",39.2088744208852,2038.86146988603,240.753150761874,0,1,-5,73,1,2,NA,260
"261","Sana","Stonewall","Weekly",1418.74589646585,73774.7866162244,"Yearly",68187.724067894,68187.724067894,3506.51187472972,1,1,-9,44,1,2,NA,261
"262","Dandrew","Hendry","Weekly",2475.86217287771,128744.832989641,"Weekly",2424.54959727026,126076.579058054,52682.1899204001,1,0,-9,49,1,0,1,262
"263","Jose","Campos","Weekly",804.711210221839,41844.9829315356,"Weekly",481.5891754056,25042.6371210912,10517.2511827474,0,0,0,33,0,2,NA,263
"264","Micahlina","Curtis","Monthly",454.951579291945,5459.41895150334,"Yearly",686.498356560132,686.498356560132,200.188756043179,0,1,-15,55,0,0,1,264
"265","Alexis","Montano","Weekly",100.064920025579,5203.37584133011,"Yearly",23718.8415562949,23718.8415562949,8188.85778232342,1,0,-10,53,0,0,1,265
"266","Kimberly","Vigil","Yearly",16240.3359708812,16240.3359708812,"Weekly",205.460067329204,10683.9235011186,4484.35216177717,0,NA,-6,50,1,0,1,266
"267","Harman","Hudson","Yearly",9162.78055093893,9162.78055093893,"Yearly",13050.0077505738,13050.0077505738,7953.23910959027,1,NA,-10,46,1,0,1,267
"268","William","Quint","Weekly",869.740452707033,45226.5035407657,"Weekly",483.862770786928,25160.8640809203,2380.18864569869,1,0,-5,43,0,0,1,268
"269","Felicia","Lovisone","Monthly",5878.87311204389,70546.4773445266,"Monthly",640.857486171239,7690.28983405487,1217.14315927653,1,0,-13,60,1,2,NA,269
"270","Lamontee","Gorny","Weekly",149.855699409921,7792.49636931589,"Yearly",1333.17907489719,1333.17907489719,91.5220214164296,1,0,-6,41,0,2,NA,270
"271","Justin","Smith","Yearly",5373.16842530282,5373.16842530282,"Yearly",929.995479246849,929.995479246849,77.9026490902595,0,1,-12,36,0,2,0,271
"272","Morgan","Perlas","Weekly",1571.78441930327,81732.7898037699,"Weekly",242.438912155552,12606.8234320887,4984.51605408318,1,0,-3,59,1,0,1,272
"273","Jasmine","Mender","Weekly",596.167071619249,31000.6877242009,"Yearly",11876.707880986,11876.707880986,7954.29708740467,0,0,-6,65,0,0,1,273
"274","Tegan","Landrum","Weekly",80.2351132640098,4172.22588972851,"Weekly",90.5767448672749,4709.9907330983,691.772117167157,0,0,-7,38,0,2,0,274
"275","Jasmine","Rains","Yearly",23853.7729394825,23853.7729394825,"Yearly",9760.83430380184,9760.83430380184,1439.43066064232,1,0,-7,49,1,0,1,275
"276","Christopher","Goering-Moore","Yearly",31966.6012326138,31966.6012326138,"Weekly",143.634302039643,7468.98370606145,1144.36170550527,NA,1,-11,32,1,2,0,276
"277","Logan","Lively","Weekly",450.370278022015,23419.2544571448,"Weekly",75.0796649076581,3904.14257519822,2407.16160100818,0,0,-11,33,1,2,NA,277
"278","Travion","al-Shams","Monthly",17201.0964970682,206413.157964818,"Weekly",84.5983747370793,4399.11548632812,517.962745925275,0,0,-8,57,1,0,1,278
"279","Chasidy","Wedgeworth","Weekly",771.592942453502,40122.8330075821,"Yearly",54888.1460156931,54888.1460156931,4682.35392809718,1,0,-5,51,1,1,NA,279
"280","Carlos","al-Shehata","Weekly",327.297897905178,17019.4906910693,"Yearly",4786.48923857133,4786.48923857133,109.522743724144,1,0,-8,46,1,0,1,280
"281","Diajanique","Mayfield","Weekly",872.295076615154,45359.343983988,"Yearly",40483.2223579576,40483.2223579576,11383.7737366894,1,0,-7,59,1,0,1,281
"282","Emily","Flores","Yearly",13962.0967591717,13962.0967591717,"Monthly",54.602544030376,655.230528364512,116.781987283212,1,0,-9,48,1,2,0,282
"283","Kaila","Tolbert","Weekly",496.075376061937,25795.9195552207,"Yearly",11571.9725552185,11571.9725552185,2694.11628615599,0,0,-5,51,1,1,NA,283
"284","Malcolm","Morey","Weekly",181.343703302066,9429.87257170746,"Yearly",15824.267006886,15824.267006886,3631.80392950857,1,0,-10,44,1,2,NA,284
"285","Muhammad","Segura","Yearly",3020.85411032047,3020.85411032047,"Weekly",109.082492846994,5672.2896280437,1057.11616439858,1,0,-6,48,1,2,NA,285
"286","Adau","Pluto","Yearly",28860.3164852343,28860.3164852343,"Yearly",11162.1868936007,11162.1868936007,2544.34722490649,0,0,-3,56,0,0,1,286
"287","Julia","Herbst","Yearly",113237.623217088,113237.623217088,"Weekly",2099.71494835816,109185.177314624,96974.266793891,0,0,-11,43,1,1,NA,287
"288","Velma","Romero","Yearly",30077.9533174964,30077.9533174964,"Yearly",2677.24557760498,2677.24557760498,1115.57145233721,1,0,-8,42,1,0,1,288
"289","Tiffany","Teawdatwan","Yearly",90170.1207275692,90170.1207275692,"Monthly",4117.41328471991,49408.959416639,6331.90670742829,1,0,-15,49,1,2,NA,289
"290","Mun","el-Nouri","Yearly",19073.4730057063,19073.4730057063,"Yearly",9193.57351665459,9193.57351665459,3620.5481755927,0,0,-6,50,0,1,NA,290
"291","Alexander","el-Hashim","Weekly",483.243449142091,25128.6593553888,"Yearly",8564.92969282764,8564.92969282764,4959.11684366856,1,1,-6,65,0,0,1,291
"292","Donovon","Montgomery","Weekly",251.285188437836,13066.8297987675,"Weekly",67.6873331366084,3519.74132310364,127.363452941359,1,0,-7,44,0,1,0,292
"293","Asha","Montoya","Weekly",72.7998306432697,3785.59119345003,"Weekly",88.1933634877538,4586.0549013632,385.414705609261,0,NA,-9,39,1,2,NA,293
"294","Asien","al-Usman","Yearly",27994.4664424161,27994.4664424161,"Yearly",9548.33121205158,9548.33121205158,1684.70310046177,0,0,-4,42,1,0,1,294
"295","Armand","Davis","Weekly",737.909535903095,38371.2958669609,"Weekly",349.00974789546,18148.5068905639,12672.4759271747,1,0,-12,26,0,2,0,295
"296","Hanna","al-Diab","Weekly",288.853535361486,15020.3838387972,"Weekly",233.02583806968,12117.3435796234,1130.60694653708,1,1,-5,57,1,1,NA,296
"297","Ghaalib","al-Youssef","Weekly",347.516711986378,18070.8690232917,"Weekly",60.9878427806636,3171.36782459451,105.690014950597,0,1,-11,37,0,1,NA,297
"298","Darren","Zubia","Weekly",612.520855962534,31851.0845100518,"Weekly",438.572204832634,22805.754651297,3868.84218027991,0,0,-12,67,1,2,NA,298
"299","Jeffrey","Flynt","Yearly",26652.082065657,26652.082065657,"Monthly",1457.51276993501,17490.1532392201,5732.49123233495,1,0,-9,32,0,0,1,299
"300","Enkhtsetseg","Karney","Yearly",66887.2074811632,66887.2074811632,"Yearly",13419.1221075793,13419.1221075793,8111.91422639596,1,1,-8,47,1,0,1,300
"301","Mahmood","el-Hassen","Yearly",42291.3852971652,42291.3852971652,"Yearly",8654.74503495756,8654.74503495756,1052.78932754574,1,0,-11,49,1,2,NA,301
"302","Alexis","Felix","Weekly",35.6775543386281,1855.23282560866,"Yearly",1921.02856502911,1921.02856502911,773.21826835985,0,1,-4,58,0,2,NA,302
"303","Tia","Gonzales","Weekly",121.292811787153,6307.22621293198,"Yearly",1253.06965671175,1253.06965671175,518.537194007805,0,0,-3,50,0,2,NA,303
"304","Emily","Barnett","Yearly",1543.72698339202,1543.72698339202,"Yearly",281.572823512747,281.572823512747,76.9980550495409,1,1,-7,37,1,0,1,304
"305","Dalayah","Lee","Yearly",6094.88820026646,6094.88820026646,"Yearly",5820.89081428807,5820.89081428807,1186.58515420902,0,0,-12,53,0,0,1,305
"306","Zahra","Sherlock","Weekly",1331.637880478,69245.1697848558,"Weekly",411.206599425257,21382.7431701134,1448.75967397855,1,0,-8,29,1,0,1,306
"307","Jessica","Douglas","Weekly",267.215360856262,13895.1987645256,"Weekly",35.841816562341,1863.77446124173,382.378324661623,1,0,-8,51,1,0,1,307
"308","Shanea","Hagos","Weekly",100.87245137357,5245.36747142562,"Yearly",2063.94781168419,2063.94781168419,1637.13450481596,1,1,-9,42,1,0,1,308
"309","Yuying","James","Yearly",44982.7567187135,44982.7567187135,"Monthly",2501.34850054412,30016.1820065294,30016.1820065294,0,0,-13,41,0,2,0,309
"310","Nia","Kim","Yearly",49869.1498049196,49869.1498049196,"Yearly",71798.6226683616,71798.6226683616,28830.0813049003,0,0,-12,50,1,2,NA,310
"311","David","Beightel","Weekly",470.78324607537,24480.7287959192,"Yearly",1732.69572110041,1732.69572110041,1093.34744486223,1,1,-5,27,0,0,1,311
"312","Maricela","al-Abu","Weekly",928.862552147597,48300.8527116751,"Yearly",2040.29656819052,2040.29656819052,477.179080249656,1,0,-9,49,0,1,NA,312
"313","Ayodeji","al-Alam","Yearly",5040.06927686464,5040.06927686464,"Yearly",7982.82295547595,7982.82295547595,3863.86539166149,0,0,-5,49,0,2,NA,313
"314","Michele","Wise","Weekly",227.622512803673,11836.370665791,"Yearly",11543.7231827126,11543.7231827126,2527.77066067137,0,0,-7,40,1,0,1,314
"315","Thamra","James","Yearly",25117.5210390737,25117.5210390737,"Weekly",237.266911248816,12337.8793849384,665.836968099622,0,0,-8,54,0,0,1,315
"316","Javier","Gomes","Weekly",152.340379464351,7921.69973214623,"Yearly",8950.65722303762,8950.65722303762,5906.28141274573,NA,0,-8,36,1,0,1,316
"317","Zakariyya","Huang","Monthly",3803.37961883028,45640.5554259634,"Yearly",15249.7800783052,15249.7800783052,402.405633284338,0,1,-9,37,1,2,NA,317
"318","Mackenzie","Lucero","Yearly",42222.7835698917,42222.7835698917,"Monthly",1880.61508262486,22567.3809914983,2200.26933757855,1,0,-7,51,0,1,NA,318
"319","Christian","Mccann","Yearly",18112.9656043576,18112.9656043576,"Yearly",10476.2775085,10476.2775085,3186.35342871493,0,1,-7,41,0,2,0,319
"320","Tiyanna","Yang","Yearly",32568.0723850392,32568.0723850392,"Monthly",905.936100765659,10871.2332091879,4946.62880676304,0,0,-10,34,0,2,NA,320
"321","Nathaniel","Takele","Yearly",10031.0147460095,10031.0147460095,"Yearly",18545.1718182181,18545.1718182181,431.138357420877,1,0,-8,42,0,0,1,321
"322","Nariah","Rogers","Weekly",220.28801084842,11454.9765641178,"Yearly",2209.73433970966,2209.73433970966,1959.65125323075,0,NA,-1,38,0,0,1,322
"323","Mahfooz","Cardinal","Weekly",230.554333096528,11988.8253210194,"Weekly",223.069545372853,11599.6163593884,8290.46163204591,NA,0,-8,37,0,0,1,323
"324","Amber","Confer","Weekly",1094.11435614536,56893.9465195585,"Monthly",12088.5396508248,145062.475809898,52040.4924242357,1,0,-13,44,0,2,0,324
"325","Haakima","La","Weekly",122.143463415207,6351.46009759076,"Weekly",146.902180070543,7638.91336366825,2413.92555027039,0,0,-6,25,1,0,1,325
"326","Breanna","Ortega","Weekly",914.581285021126,47558.2268210985,"Monthly",8068.37879506524,96820.5455407829,82334.6963146818,0,0,-2,60,0,1,NA,326
"327","Christopher","el-Guler","Weekly",64.0290752009056,3329.51191044709,"Yearly",2570.0530835742,2570.0530835742,867.444571455066,1,1,-5,25,0,0,1,327
"328","Long","Smiley","Monthly",3240.93548649615,38891.2258379537,"Yearly",4281.58500252874,4281.58500252874,1083.77603625533,1,0,-8,61,1,2,NA,328
"329","Jacob","Caballero","Yearly",71071.231816187,71071.231816187,"Yearly",94029.5395036664,94029.5395036664,64112.970858309,0,0,-8,39,0,2,NA,329
"330","Davin","Sumpter","Weekly",99.099594626764,5153.17892059173,"Weekly",902.275743149633,46918.3386437809,42153.552427419,NA,1,-9,48,1,2,NA,330
"331","Olivia","Flores","Yearly",24615.4327491122,24615.4327491122,"Yearly",10221.4255927899,10221.4255927899,1593.15519785893,0,1,-8,49,1,2,NA,331
"332","Damon","Campos","Weekly",319.876595606163,16633.5829715205,"Yearly",44739.4816341925,44739.4816341925,39657.5846127335,1,0,-7,40,1,0,1,332
"333","Grant","Tran-Hoang","Weekly",33.0311228351569,1717.61838742816,"Yearly",1118.09228552273,1118.09228552273,569.097423407329,1,0,-16,44,0,2,0,333
"334","Khylin","Deponte","Weekly",320.38825985078,16660.1895122406,"Yearly",8745.25519995168,8745.25519995168,2005.70384469429,0,1,-9,29,0,0,1,334
"335","Manuel","Bemis","Weekly",132.91894210106,6911.78498925514,"Weekly",100.393105250886,5220.44147304607,1558.63043377282,NA,0,-9,52,1,1,NA,335
"336","Shane","Clayton","Yearly",59506.6620306664,59506.6620306664,"Yearly",7181.80798686342,7181.80798686342,995.355722392102,0,0,-6,54,0,2,NA,336
"337","Wyatt","Ward","Yearly",120732.844179378,120732.844179378,"Weekly",5049.65117195711,262581.86094177,45558.9543205221,NA,0,-6,46,1,0,1,337
"338","Christopher","Wong","Weekly",1050.85369705846,54644.3922470401,"Yearly",101365.496972746,101365.496972746,11351.8508381038,0,0,-10,50,0,2,NA,338
"339","Munisa","Hammond","Weekly",585.686668542595,30455.7067642149,"Yearly",11740.64329292,11740.64329292,386.535319604934,1,1,-6,33,1,2,0,339
"340","Vincent","Mckinley","Yearly",17367.4011252031,17367.4011252031,"Yearly",1626.36488714207,1626.36488714207,702.087260739508,1,1,-6,32,1,2,NA,340
"341","Haani","Hehemann","Weekly",452.398761835715,23524.7356154572,"Monthly",1020.69816055003,12248.3779266004,10952.6350872667,1,0,-7,55,1,2,NA,341
"342","Sri","Anderson","Yearly",1292.40059153691,1292.40059153691,"Weekly",13.784118852894,716.774180350487,191.160200248024,1,0,-10,47,0,2,NA,342
"343","Ahmed","al-Zafar","Weekly",89.1472640140838,4635.65772873236,"Weekly",96.646090721809,5025.59671753407,195.518731727645,1,NA,-9,66,1,2,NA,343
