"","first_names","last_names","income_unit","income","annual_income","expense_unit","expense","annual_expense","annual_pet_expense","gained_pet","lost_pet","happiness","age_respondent","sex","cats_n_dogs","dog_register","case_id"
"173","Azalia","Morgan","Yearly",17385.0635276037,17385.0635276037,"Yearly",9897.67921071729,9897.67921071729,5028.25043645033,1,0,8,43,1,1,1,173
"174","Jessie","Mattice","Monthly",300.528032948761,3606.33639538513,"Weekly",49.7325875883953,2586.09455459656,537.889617843461,NA,1,4,32,1,1,1,174
"175","Mushtaaq","Tran","Weekly",145.536332322335,7567.88928076144,"Weekly",44.9603415582505,2337.93776102903,854.055789197379,0,0,11,51,1,1,NA,175
"176","Yichen","al-Rabbani","Yearly",9670.4569500005,9670.4569500005,"Yearly",7093.76532674919,7093.76532674919,2794.35251642587,0,0,10,53,0,1,0,176
"177","Mato Ty","Whiteman","Yearly",14420.1921621474,14420.1921621474,"Yearly",3862.51856556064,3862.51856556064,1129.31700240643,1,0,12,50,1,1,NA,177
"178","Shelbie","Ramos","Weekly",327.362271220135,17022.838103447,"Yearly",818.687748105104,818.687748105104,156.56893908077,1,NA,6,41,1,1,NA,178
"179","Miguel","Jeffery","Weekly",420.802718832716,21881.7413793012,"Weekly",41.9525520483744,2181.53270651547,649.971908786041,NA,0,13,35,1,1,1,179
"180","Razeena","Irvin","Monthly",5071.9795250466,60863.7543005592,"Weekly",288.40817202486,14997.2249452927,8539.18460177944,1,0,9,47,0,1,NA,180
"181","Krystyna","Claypool","Yearly",16739.1234687242,16739.1234687242,"Yearly",11628.1571700443,11628.1571700443,6801.55616684119,1,0,11,32,0,1,0,181
"182","Bethany","Stalnaker","Yearly",14365.9047838377,14365.9047838377,"Yearly",3021.4437684581,3021.4437684581,59.2213492333049,1,0,11,37,0,1,NA,182
"183","Giovanni","Madden","Yearly",42103.9064283045,42103.9064283045,"Weekly",531.030595871542,27613.5909853202,14548.3583896155,0,0,7,42,1,1,1,183
"184","Brandon","Oliveira","Weekly",97.5598876273917,5073.11415662437,"Weekly",42.9921061223085,2235.58951836004,78.4836291308787,1,1,6,43,0,1,NA,184
"185","Darian","el-Jamail","Weekly",250.004685321127,13000.2436366986,"Weekly",72.4214280740535,3765.91425985078,304.836286453138,NA,0,5,30,0,1,0,185
"186","Dezaree","Lattimer","Yearly",17742.021463684,17742.021463684,"Monthly",493.007638064,5916.09165676801,807.251256928395,NA,1,10,38,0,1,0,186
"187","Kathy","Deveyra","Weekly",44.8257729199489,2330.94019183734,"Yearly",1854.91451564616,1854.91451564616,99.6538194746158,1,0,5,43,0,1,1,187
"188","Tony","Chacon","Yearly",7312.82755905578,7312.82755905578,"Yearly",21435.8324755915,21435.8324755915,14634.2584470012,0,0,6,56,0,1,1,188
"189","Samantha","Emley","Yearly",2447.31738248361,2447.31738248361,"Yearly",1470.86625495916,1470.86625495916,1339.44413561749,0,1,5,46,0,1,1,189
"190","Isaiah","Chavez","Yearly",6547.94617140261,6547.94617140261,"Weekly",103.022404783151,5357.16504872387,1759.13535513572,0,0,5,37,0,1,NA,190
"191","Analida","Trujillo","Yearly",55818.4730018313,55818.4730018313,"Weekly",389.412350086463,20249.4422044961,2203.96645400535,0,1,11,45,0,1,1,191
"192","Emmanuel","Mai","Yearly",8426.55108761391,8426.55108761391,"Yearly",11532.4131665275,11532.4131665275,53.9978381675231,NA,NA,4,59,1,1,1,192
"193","Haiden","Ray","Weekly",646.816970497006,33634.4824658443,"Monthly",614.922637518174,7379.07165021809,5953.36559867422,1,0,12,64,0,1,1,193
"194","Alythia","al-Hakim","Yearly",942.687333390553,942.687333390553,"Yearly",219.94272124705,219.94272124705,49.1563090996858,NA,1,12,39,1,1,0,194
"195","Maya","Ngo","Weekly",864.063255154305,44931.2892680239,"Weekly",256.257774092773,13325.4042528242,4682.12658695403,NA,0,10,45,0,1,NA,195
"196","Alexa","Burrs","Weekly",812.399664282492,42244.7825426896,"Weekly",196.092332448569,10196.8012873256,670.446136886531,1,0,12,48,1,1,0,196
"197","Ashley","Milasincic","Weekly",510.244033491302,26532.6897415477,"Yearly",5205.98882242083,5205.98882242083,4567.32380762299,NA,1,10,46,0,1,1,197
"198","Kendra","Graham","Weekly",953.270073121227,49570.0438023038,"Yearly",13622.9081144694,13622.9081144694,631.768842349923,0,1,6,47,1,1,NA,198
"199","Chase","Jung","Weekly",71.0377972466088,3693.96545682366,"Yearly",11436.7893478194,11436.7893478194,1845.29252999693,1,0,12,58,1,1,1,199
"200","Rowtinya","Kim","Yearly",5981.04504209915,5981.04504209915,"Yearly",2406.07508906683,2406.07508906683,604.717702750859,NA,0,3,44,0,1,NA,200
"201","Arafaat","al-Shahan","Yearly",4458.62898441365,4458.62898441365,"Yearly",687.52764721906,687.52764721906,563.746205607354,0,0,13,46,1,1,1,201
"202","Jessica","Jones","Weekly",6452.92207606519,335551.94795539,"Weekly",1747.89366756941,90890.4707136092,26014.6909672941,NA,0,10,34,0,1,1,202
"203","Abrianna","Bender","Monthly",1318.08869634584,15817.0643561501,"Weekly",37.1777986769294,1933.24553120033,105.261257240658,NA,0,11,45,0,1,NA,203
"204","Tecumseh","Roebuck","Weekly",116.551677638688,6060.6872372118,"Weekly",17.0922669121832,888.797879433526,262.085581980727,0,0,7,50,0,1,0,204
"205","Jack","Flannery-Greene","Yearly",4957.49802623822,4957.49802623822,"Weekly",102.159546313031,5312.29640827763,1808.90574091882,NA,0,8,51,0,0,NA,205
"206","Jeremias","Antoine","Weekly",1414.29530344491,73543.3557791353,"Weekly",389.456442407022,20251.7350051652,18495.259355525,0,0,7,32,1,1,1,206
"207","Paul","Gonzales","Yearly",24264.8653191944,24264.8653191944,"Weekly",82.2010546435913,4274.45484146675,3642.30382701293,0,0,5,66,0,1,1,207
"208","Jasmin","Straight","Yearly",2924.05216214774,2924.05216214774,"Monthly",279.035603673935,3348.42724408722,276.498850416187,NA,1,8,40,1,1,1,208
"209","Abrielle","Confer","Yearly",118032.59933653,118032.59933653,"Yearly",48600.465025121,48600.465025121,28783.1862748547,1,0,7,27,1,1,NA,209
"210","Meghan","Larocque","Yearly",8130.45219257759,8130.45219257759,"Yearly",1577.6251486466,1577.6251486466,190.022685895376,NA,0,7,41,1,1,1,210
"211","Cole","Petersen","Yearly",7725.656194024,7725.656194024,"Yearly",4307.08375659845,4307.08375659845,692.959303309973,NA,0,4,53,1,1,1,211
"212","Duncan","Oquist","Yearly",17032.6902048128,17032.6902048128,"Weekly",134.136324387397,6975.08886814463,6877.96576159776,NA,0,7,40,0,1,1,212
"213","Adrian","Portillo","Weekly",443.192236652337,23045.9963059215,"Weekly",524.629387405531,27280.7281450876,10025.1743126981,1,0,7,62,0,1,NA,213
"214","Corielle","Deboer","Yearly",15034.839876015,15034.839876015,"Weekly",251.934492834363,13100.5936273869,184.885358311894,0,0,7,43,1,1,1,214
"215","Taalib","Mutahi","Yearly",69434.5128325086,69434.5128325086,"Yearly",18358.5272334281,18358.5272334281,7255.20240998766,0,0,7,46,1,1,1,215
"216","Zaahir","Wilson","Yearly",6572.09188649552,6572.09188649552,"Weekly",42.6640185390675,2218.52896403151,339.047176148835,NA,0,9,59,1,1,NA,216
"217","Jessica","el-Samaan","Weekly",524.893258507064,27294.4494423673,"Yearly",4302.84144033093,4302.84144033093,129.544906235145,0,0,7,63,1,1,NA,217
"218","Annette","Quick","Yearly",44885.1965657943,44885.1965657943,"Yearly",52516.8631895759,52516.8631895759,34141.9587122838,NA,0,4,65,0,1,0,218
"219","Samantha","al-Gaber","Weekly",777.811263625582,40446.1857085303,"Yearly",108601.965141362,108601.965141362,2919.14013147472,1,0,11,60,0,1,1,219
"220","Adrian","Gallegos","Weekly",818.342942625402,42553.8330165209,"Yearly",50437.4805356635,50437.4805356635,36844.7807401422,1,0,7,38,0,1,NA,220
"221","Joseph","Xiong","Yearly",68689.5390674644,68689.5390674644,"Yearly",20417.8774272441,20417.8774272441,3467.99551150685,1,1,6,46,1,1,1,221
"222","Jazmin","Nguyen","Yearly",33841.7961608751,33841.7961608751,"Yearly",15060.3292614006,15060.3292614006,1068.31190680819,NA,0,6,54,1,1,1,222
"223","Cora","Bryant","Weekly",701.6833281839,36487.5330655628,"Monthly",4697.23057600518,56366.7669120621,35647.5620488107,0,0,12,62,1,0,NA,223
"224","Milena","Kishi","Yearly",31081.6080512022,31081.6080512022,"Yearly",28148.0551262394,28148.0551262394,12272.0532247952,0,0,10,54,1,1,NA,224
"225","Dominic","Bruce","Weekly",1408.30775646286,73232.0033360688,"Yearly",4841.1874950822,4841.1874950822,1348.72306526543,1,1,4,40,0,1,NA,225
"226","Crystal","Wilson","Yearly",6142.92506777227,6142.92506777227,"Yearly",3460.65893281547,3460.65893281547,231.67994428436,1,0,14,48,1,1,NA,226
"227","Danika","Kim","Weekly",404.212444597734,21019.0471190822,"Weekly",320.596680044658,16671.0273623222,1166.21114002665,1,0,10,58,0,1,1,227
"228","Hamza","Reynolds","Weekly",734.162766587797,38176.4638625655,"Weekly",286.345562306558,14889.969239941,5414.34531455148,NA,0,10,32,0,1,NA,228
"229","Emma","Park","Yearly",78925.2540352157,78925.2540352157,"Weekly",598.987466410529,31147.3482533475,2200.54699526339,NA,0,12,52,1,1,NA,229
"230","anupama","Bailey","Weekly",4391.21077412596,228342.96025455,"Monthly",814.844329416086,9778.13195299304,6145.86904539983,1,1,7,23,0,1,1,89
"231","Nathaniel","Tidwell","Monthly",76.9198448479362,923.038138175234,"Yearly",1489.88358440643,1489.88358440643,305.489136288184,0,1,11,50,0,1,NA,231
"232","Collin","Barrios","Yearly",119272.029436456,119272.029436456,"Weekly",747.263855213369,38857.7204710952,918.362807285916,1,0,9,45,0,1,NA,232
"233","Trevor","Kim","Weekly",320.589325209354,16670.6449108864,"Yearly",13317.8640304982,13317.8640304982,1912.28512574019,0,0,12,49,0,1,1,233
"234","Alaina","Apodaca","Weekly",65.9996951000603,3431.98414520314,"Weekly",34.4816228712992,1793.04438930756,606.845925884743,1,0,9,49,1,1,NA,234
"235","Michael","Livaudais","Yearly",47759.3964031916,47759.3964031916,"Weekly",159.891720491359,8314.36946555065,52.3026688711365,0,1,7,50,0,1,0,235
"236","Jacob","Sabala","Yearly",10873.7761396104,10873.7761396104,"Yearly",1985.66568685794,1985.66568685794,22.0389776263128,1,0,13,46,1,0,NA,236
"237","Husni","Mcilveen","Yearly",34093.5773923505,34093.5773923505,"Weekly",187.220665351432,9735.47459827445,662.642950615121,0,0,10,39,1,1,NA,237
"238","Kaydie","Pusey","Weekly",2667.81475182596,138726.36709495,"Yearly",29681.0905795545,29681.0905795545,27776.5865252493,NA,NA,8,51,0,1,1,238
"239","Safaaa","Tran","Weekly",778.537614340842,40483.9559457238,"Yearly",3908.24605939713,3908.24605939713,1139.39282763454,NA,0,5,52,0,1,1,239
"240","Edwin","Manjarrez","Weekly",1513.3000061777,78691.6003212404,"Yearly",70273.7402337847,70273.7402337847,5032.26938230112,NA,0,6,64,1,1,1,240
"241","Daniel","Fitzsimmons","Monthly",1425.4134817176,17104.9617806112,"Weekly",249.932737343898,12996.5023418827,643.792369932073,NA,0,5,38,0,1,1,241
"242","Tevon","Morris","Yearly",26270.52790412,26270.52790412,"Yearly",5680.51663165236,5680.51663165236,842.173062536783,0,0,5,52,1,1,NA,242
"243","Julian","Briones","Weekly",4312.27950932274,224238.534484783,"Monthly",11990.8630924312,143890.357109175,92234.9046198456,NA,0,9,40,1,1,1,243
"244","Derrik","Sanchez","Monthly",463.099021298241,5557.18825557889,"Yearly",8473.24791208493,8473.24791208493,3293.30657844003,1,0,10,57,1,1,NA,244
"245","Kimiko","Scott","Weekly",55.4167248048404,2881.6696898517,"Weekly",8.05096665751433,418.650266190745,90.0805396467602,NA,1,4,43,0,1,NA,245
"246","William","Shaver","Weekly",446.812059458048,23234.2270918185,"Weekly",716.848775813757,37276.1363423154,8762.72099502381,1,1,7,32,0,1,1,246
"247","Gwendolyn","Evans","Yearly",73750.6919743635,73750.6919743635,"Weekly",1114.86065673735,57972.7541503422,4257.77903132561,1,1,4,38,1,1,0,247
"248","Logan","Marques","Weekly",244.455793447185,12711.7012592536,"Weekly",81.2875037239564,4226.95019364574,4199.97961530936,0,0,12,41,0,1,0,248
"249","Tre","Norwood","Weekly",337.213381662453,17535.0958464476,"Weekly",109.388183330561,5688.18553318917,658.241522366771,NA,0,7,43,1,0,NA,249
"250","Jack","Rodriguez","Yearly",160753.313104559,160753.313104559,"Yearly",98827.993023427,98827.993023427,89795.9041748494,1,NA,6,47,1,1,NA,250
"251","Christopher","Johnson","Weekly",1185.31398004008,61636.3269620843,"Yearly",137898.904156922,137898.904156922,84304.3059062768,1,NA,7,84,0,1,1,251
"252","Audrey","Garcia","Yearly",37374.2006931834,37374.2006931834,"Weekly",770.950301911539,40089.4156994,3609.55749997921,0,0,6,42,0,1,NA,252
"253","Lloyd","Massel","Monthly",247.492172939024,2969.90607526829,"Weekly",126.201641842045,6562.48537578635,665.3264673538,NA,1,6,39,0,1,1,253
"254","Santos","Last","Weekly",1957.82847173878,101807.080530417,"Weekly",371.596291833086,19323.0071753205,10644.3889265924,0,1,7,48,1,1,1,254
"255","Kayla","Horton","Monthly",151.778849257972,1821.34619109567,"Yearly",1013.23798132321,1013.23798132321,400.614578028582,1,0,8,29,1,1,NA,255
"256","Domeniqua","Amerson","Yearly",67805.6563042586,67805.6563042586,"Weekly",503.796864573444,26197.4369578191,9099.14578372697,NA,0,8,30,1,1,1,256
"257","Matthew","Zelney","Yearly",17509.0125900746,17509.0125900746,"Weekly",341.15708074194,17740.1681985809,10343.028919072,1,0,11,39,1,1,NA,257
"258","Sierra","Shumway","Weekly",463.206221818827,24086.723534579,"Weekly",259.569856971001,13497.6325624921,1796.59887164894,0,0,8,34,1,1,0,258
"259","Veronica","Dodds","Yearly",37953.4594717631,37953.4594717631,"Weekly",1623.61902946131,84428.189531988,7085.88961188215,0,0,7,49,1,1,1,259
"260","Justin","Bean","Monthly",743.436279239545,8921.23535087454,"Weekly",28.3573075857838,1474.57999446076,25.8978671321116,1,0,8,73,1,1,1,260
"261","Sana","Stonewall","Monthly",7884.44526763711,94613.3432116453,"Weekly",1186.88513097723,61718.026810816,15839.009505314,1,0,13,44,1,1,NA,261
"262","Dandrew","Hendry","Weekly",1478.54121032117,76884.1429367007,"Yearly",49615.542595678,49615.542595678,156.351480958975,NA,0,11,49,1,1,1,262
"263","Jose","Campos","Yearly",22192.9343030501,22192.9343030501,"Weekly",1122.13342333658,58350.9380135021,13602.4813752253,1,0,13,33,0,1,NA,263
"264","Micahlina","Curtis","Yearly",2234.91707362432,2234.91707362432,"Monthly",167.199943859643,2006.39932631571,1176.73446310668,NA,0,9,55,0,1,1,264
"265","Alexis","Montano","Weekly",505.404091127991,26281.0127386555,"Yearly",10594.8904796055,10594.8904796055,3507.8109811465,0,0,12,53,0,0,NA,265
"266","Kimberly","Vigil","Weekly",271.596420642251,14123.013873397,"Yearly",17406.0724876793,17406.0724876793,1104.45684974771,1,1,2,50,1,1,1,266
"267","Harman","Hudson","Weekly",123.887437635423,6442.14675704199,"Weekly",148.692975617334,7732.03473210138,2528.1565632332,1,NA,11,46,1,1,1,267
"268","William","Quint","Weekly",347.035259519111,18045.8334949938,"Weekly",947.454102855916,49267.6133485076,9152.62503729769,NA,0,5,43,0,1,1,268
"269","Felicia","Lovisone","Monthly",4615.34539215803,55384.1447058964,"Weekly",210.046450499627,10922.4154259806,1949.76832763315,1,0,10,60,1,1,1,269
"270","Lamontee","Gorny","Yearly",6394.30259790614,6394.30259790614,"Weekly",12.1158397972095,630.023669454893,195.591417645292,NA,1,9,41,0,1,1,270
"271","Justin","Smith","Weekly",44.7731143549129,2328.20194645547,"Weekly",13.0885958759158,680.606985547621,55.7611201845893,0,1,10,36,0,1,1,271
"272","Morgan","Perlas","Weekly",787.53279343758,40951.7052587542,"Weekly",844.058503375164,43891.0421755085,9799.29305258909,NA,0,9,59,1,0,NA,272
"273","Jasmine","Mender","Yearly",50790.9452161138,50790.9452161138,"Yearly",3474.81935611354,3474.81935611354,125.162194659532,NA,0,8,65,0,1,1,273
"274","Tegan","Landrum","Yearly",19254.7614716178,19254.7614716178,"Yearly",3043.2969828314,3043.2969828314,1787.55112933937,NA,0,6,38,0,1,NA,274
"275","Jasmine","Rains","Yearly",7068.83909368103,7068.83909368103,"Yearly",7563.95454807974,7563.95454807974,2214.67777816921,NA,1,13,49,1,1,1,275
"276","Christopher","Goering-Moore","Weekly",549.974282296396,28598.6626794126,"Yearly",20083.8402804074,20083.8402804074,2013.58767031032,NA,0,7,32,1,1,1,276
"277","Logan","Lively","Weekly",206.437667589943,10734.758714677,"Weekly",87.8881956737034,4570.18617503258,1689.65257789857,0,NA,8,33,1,1,0,277
"278","Travion","al-Shams","Yearly",117909.832149162,117909.832149162,"Monthly",842.966437551808,10115.5972506217,765.369747235724,1,0,8,57,1,1,1,278
"279","Chasidy","Wedgeworth","Yearly",60519.7072173887,60519.7072173887,"Weekly",715.133953416107,37186.9655776376,14711.5654000905,1,1,5,51,1,1,NA,279
"280","Carlos","al-Shehata","Monthly",1470.57489145415,17646.8986974498,"Yearly",2055.0103769971,2055.0103769971,1391.79829110435,1,0,13,46,1,1,0,280
"281","Diajanique","Mayfield","Weekly",1078.20930641923,56066.8839337998,"Yearly",34374.0376534632,34374.0376534632,26300.9035613083,0,0,5,59,1,1,1,281
"282","Emily","Flores","Yearly",23424.9134536472,23424.9134536472,"Yearly",977.797900131639,977.797900131639,276.830371367928,1,NA,6,48,1,1,NA,282
"283","Kaila","Tolbert","Weekly",266.355438415251,13850.482797593,"Yearly",7417.04804843525,7417.04804843525,3537.77865483607,1,0,5,51,1,1,NA,283
"284","Malcolm","Morey","Weekly",239.035205215625,12429.8306712125,"Yearly",13376.5650257146,13376.5650257146,1837.27593651494,NA,1,8,44,1,1,NA,284
"285","Muhammad","Segura","Yearly",11070.8887703895,11070.8887703895,"Weekly",42.5166234034928,2210.86441698163,1222.65331236315,NA,0,11,48,1,1,1,285
"286","Adau","Pluto","Yearly",17623.0315440681,17623.0315440681,"Yearly",18324.3477264693,18324.3477264693,1745.41599302851,NA,0,13,56,0,0,NA,286
"287","Julia","Herbst","Weekly",6383.33003549792,331933.161845892,"Yearly",49618.3574937572,49618.3574937572,5951.55351829245,NA,0,7,43,1,0,NA,287
"288","Velma","Romero","Weekly",724.34494423382,37665.9371001586,"Weekly",101.055268977793,5254.87398684521,172.323359404839,NA,0,6,42,1,1,1,288
"289","Tiffany","Teawdatwan","Weekly",2338.54196320646,121604.182086736,"Yearly",78694.7121845545,78694.7121845545,45829.294641395,0,0,8,49,1,1,NA,289
"290","Mun","el-Nouri","Weekly",613.845999354338,31919.9919664256,"Yearly",6449.20106566265,6449.20106566265,4530.36866081274,NA,0,17,50,0,1,1,290
"291","Alexander","el-Hashim","Weekly",762.980050735794,39674.9626382613,"Weekly",209.422725732453,10889.9817380875,1173.16379484291,1,0,9,65,0,1,1,291
"292","Donovon","Montgomery","Weekly",104.366830206918,5427.07517075973,"Weekly",26.3727549636521,1371.38325810991,534.850473499849,0,0,7,44,0,1,NA,292
"293","Asha","Montoya","Weekly",186.810321612662,9714.13672385841,"Monthly",575.335655252935,6904.02786303522,246.086295815712,1,0,9,39,1,1,NA,293
"294","Asien","al-Usman","Weekly",1098.98756039611,57147.3531405978,"Weekly",140.645871974469,7313.5853426724,4768.61020487964,0,0,6,42,1,1,0,294
"295","Armand","Davis","Yearly",35153.4263807357,35153.4263807357,"Weekly",497.049494394278,25846.5737085025,5101.32370106348,0,0,2,26,0,1,1,295
"296","Hanna","al-Diab","Monthly",1917.47378313693,23009.6853976432,"Weekly",169.155802612794,8796.10173586527,416.866926849987,0,1,7,57,1,1,0,296
"297","Ghaalib","al-Youssef","Weekly",343.129910478114,17842.7553448619,"Weekly",161.074083546093,8375.85234439685,260.975567150179,0,0,4,37,0,1,1,297
"298","Darren","Zubia","Weekly",1361.3599398991,70790.716874753,"Yearly",5964.7617034302,5964.7617034302,1140.05373108715,1,NA,4,67,1,1,1,298
"299","Jeffrey","Flynt","Yearly",28263.1783118839,28263.1783118839,"Weekly",569.07596002468,29591.9499212834,11866.7906130578,1,NA,12,32,0,1,1,299
"300","Enkhtsetseg","Karney","Yearly",25668.7572348639,25668.7572348639,"Yearly",6348.8542203652,6348.8542203652,3932.73428838161,NA,0,8,47,1,1,NA,300
"301","Mahmood","el-Hassen","Weekly",777.190191310191,40413.8899481299,"Yearly",5649.68533993586,5649.68533993586,788.444987690255,0,0,9,49,1,1,1,301
"302","Alexis","Felix","Yearly",10192.2965029634,10192.2965029634,"Yearly",2057.39259678956,2057.39259678956,78.8250433179249,1,NA,8,58,0,1,NA,302
"303","Tia","Gonzales","Yearly",3788.2493285563,3788.2493285563,"Weekly",39.2734924349283,2042.22160661627,828.336131954522,0,0,6,50,0,1,NA,303
"304","Emily","Barnett","Yearly",1367.55074542403,1367.55074542403,"Weekly",25.0784679390006,1304.08033282803,833.421650769727,0,NA,7,37,1,1,1,304
"305","Dalayah","Lee","Weekly",54.3986181308781,2828.72814280566,"Yearly",4085.39163302952,4085.39163302952,926.921889018234,0,0,3,53,0,1,0,305
"306","Zahra","Sherlock","Yearly",69049.0653892152,69049.0653892152,"Yearly",10299.6997450677,10299.6997450677,4327.42281037956,1,0,7,29,1,1,1,306
"307","Jessica","Douglas","Monthly",666.035641336634,7992.4276960396,"Monthly",103.026683161712,1236.32019794054,488.284719211193,0,0,6,51,1,1,1,307
"308","Shanea","Hagos","Yearly",6341.37355928111,6341.37355928111,"Weekly",22.5065338461648,1170.33976000057,259.611049362577,0,0,14,42,1,1,1,308
"309","Yuying","James","Weekly",1009.24520911501,52480.7508739807,"Weekly",390.604175856982,20311.4171445631,4504.10253546647,NA,0,6,41,0,1,1,309
"310","Nia","Kim","Weekly",454.730687319753,23645.9957406271,"Yearly",88368.9811032456,88368.9811032456,13705.6483528074,0,0,4,50,1,1,1,310
"311","David","Beightel","Yearly",17907.475335129,17907.475335129,"Yearly",8110.65905439369,8110.65905439369,2996.47839850897,1,1,5,27,0,1,1,311
"312","Maricela","al-Abu","Yearly",23673.836975744,23673.836975744,"Weekly",23.0516328685138,1198.68490916272,377.951572104731,NA,0,8,49,0,1,NA,312
"313","Ayodeji","al-Alam","Weekly",196.684216955608,10227.5792816916,"Monthly",91.2068434909676,1094.48212189161,45.7883782497082,1,0,10,49,0,1,NA,313
"314","Michele","Wise","Weekly",220.531684153683,11467.6475759915,"Yearly",5160.78656905068,5160.78656905068,853.338042821045,NA,0,8,40,1,1,NA,314
"315","Thamra","James","Weekly",859.484878421967,44693.2136779423,"Yearly",14291.6220991197,14291.6220991197,9699.49892125334,1,0,7,54,0,1,1,315
"316","Javier","Gomes","Weekly",292.550537016067,15212.6279248355,"Weekly",257.165519580365,13372.607018179,3345.99929481188,1,0,8,36,1,1,NA,316
"317","Zakariyya","Huang","Yearly",27877.160467626,27877.160467626,"Weekly",458.767584911651,23855.9144154058,1960.81335792552,NA,0,5,37,1,1,0,317
"318","Mackenzie","Lucero","Weekly",628.867828607726,32701.1270876018,"Monthly",1491.69876008909,17900.3851210691,2777.80395492622,0,0,8,51,0,1,1,318
"319","Christian","Mccann","Yearly",38294.6270070641,38294.6270070641,"Monthly",2308.48150425403,27701.7780510484,7749.66299492938,NA,0,10,41,0,1,NA,319
"320","Tiyanna","Yang","Yearly",76289.2193084716,76289.2193084716,"Yearly",11485.1632436111,11485.1632436111,2958.35340853113,1,1,9,34,0,1,NA,320
"321","Nathaniel","Takele","Weekly",1069.4930046602,55613.6362423303,"Yearly",9047.01624114464,9047.01624114464,1639.49794862472,1,NA,9,42,0,1,1,321
"322","Nariah","Rogers","Yearly",4842.6086671875,4842.6086671875,"Weekly",69.9254620753685,3636.12402791916,1352.07509840458,1,0,7,38,0,1,1,322
"323","Mahfooz","Cardinal","Yearly",10968.6071644097,10968.6071644097,"Yearly",4194.29298205179,4194.29298205179,188.603412407556,0,1,6,37,0,0,NA,323
"324","Amber","Confer","Yearly",53042.9473376828,53042.9473376828,"Monthly",7596.89718385614,91162.7662062737,91162.7662062737,0,0,9,44,0,1,1,324
"325","Haakima","La","Monthly",597.320908465309,7167.8509015837,"Yearly",3808.13066567157,3808.13066567157,1162.8827364898,NA,1,13,25,1,1,NA,325
"326","Breanna","Ortega","Yearly",23397.1173178763,23397.1173178763,"Yearly",55691.6598833752,55691.6598833752,20610.9507939537,NA,NA,8,60,0,1,NA,326
"327","Christopher","el-Guler","Monthly",593.325011802222,7119.90014162666,"Weekly",30.0460237748176,1562.39323629052,1264.73458774258,NA,1,10,25,0,1,NA,327
"328","Long","Smiley","Yearly",48642.9296940393,48642.9296940393,"Weekly",118.431725571888,6158.44972973818,5159.45667444087,NA,1,10,61,1,1,1,328
"329","Jacob","Caballero","Weekly",2486.89977934221,129318.788525795,"Weekly",822.370379007835,42763.2597084074,27310.2872283782,NA,1,3,39,0,1,1,329
"330","Davin","Sumpter","Weekly",613.851154902706,31920.2600549407,"Yearly",114398.587043567,114398.587043567,80796.2424372392,1,0,10,48,1,1,NA,330
"331","Olivia","Flores","Yearly",7809.96876717154,7809.96876717154,"Yearly",4573.1301206823,4573.1301206823,914.252597613734,NA,0,5,49,1,1,1,331
"332","Damon","Campos","Weekly",197.767461206228,10283.9079827239,"Yearly",6581.52023108496,6581.52023108496,2411.9754421266,1,0,9,40,1,1,NA,332
"333","Grant","Tran-Hoang","Yearly",4517.54911897129,4517.54911897129,"Weekly",47.9686146165386,2494.36796006001,1331.43335600421,NA,0,7,44,0,1,1,333
"334","Khylin","Deponte","Yearly",18814.5046624184,18814.5046624184,"Yearly",6825.86340451306,6825.86340451306,1916.62178211307,1,0,13,29,0,1,1,334
"335","Manuel","Bemis","Yearly",25215.9928719515,25215.9928719515,"Yearly",4587.36766052421,4587.36766052421,228.82297161055,0,0,8,52,1,1,1,335
"336","Shane","Clayton","Weekly",172.796411699684,8985.41340838357,"Yearly",4558.6750390297,4558.6750390297,1721.65562243294,0,0,8,54,0,1,1,336
"337","Wyatt","Ward","Weekly",1642.70115102166,85420.4598531266,"Yearly",142786.82394949,142786.82394949,61386.8317415683,0,0,5,46,1,1,1,337
"338","Christopher","Wong","Weekly",2324.83542191286,120891.441939469,"Weekly",1203.64912502392,62589.7545012438,4594.34433436579,0,0,4,50,0,1,1,338
"339","Munisa","Hammond","Yearly",44485.4274574888,44485.4274574888,"Yearly",8705.45530414858,8705.45530414858,1917.1734179725,1,0,9,33,1,1,1,339
"340","Vincent","Mckinley","Weekly",376.759263426246,19591.4816981648,"Weekly",84.1201214707193,4374.2463164774,781.706629850897,1,0,8,32,1,1,1,340
"341","Haani","Hehemann","Monthly",1453.19025411237,17438.2830493484,"Weekly",22.4468117277184,1167.23420984136,153.869182515964,0,0,10,55,1,1,1,341
"342","Sri","Anderson","Weekly",94.3671780616564,4907.09325920613,"Monthly",45.5747372175935,546.896846611122,135.228744102701,0,0,10,47,0,1,1,342
"343","Ahmed","al-Zafar","Weekly",211.18822080141,10981.7874816733,"Yearly",2707.93297512844,2707.93297512844,147.338442152574,NA,NA,8,66,1,1,1,343
"344","Diego","Nguyen","Yearly",7785.06383686608,7785.06383686608,"Weekly",34.4432702599075,1791.05005351519,115.539658830163,NA,0,16,41,1,1,1,344
"345","Nuzha","Allen-Polniak","Weekly",1320.28588448042,68654.8659929816,"Weekly",409.41769522742,21289.7201518258,3395.37445253517,0,0,15,40,1,1,NA,345
"346","Lucila","Huff","Weekly",392.084236133312,20388.3802789322,"Weekly",394.368086597111,20507.1405030497,1235.61942531156,0,0,6,24,0,1,0,346
